Date,Pressure,Temperature,Tpot (K),Tdew (degC),Humidity,VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Anomaly
2013-06-19 09:00:00,989.04,27.77,301.88,21.3,67.92,37.35,25.37,11.98,16.11,25.65,1133.82,0.48,1.64,153.3,True
2013-06-19 09:10:00,988.93,28.31,302.43,21.4,66.22,38.54,25.52,13.02,16.21,25.81,1131.6,0.99,2.04,132.8,True
2013-06-19 09:20:00,988.89,28.5,302.63,21.25,64.91,38.97,25.3,13.68,16.07,25.58,1130.94,0.88,1.92,142.6,True
2013-06-19 09:30:00,988.81,28.16,302.29,21.09,65.57,38.21,25.05,13.16,15.91,25.34,1132.23,1.47,2.36,54.59,True
2013-06-19 09:40:00,988.67,28.16,302.3,20.85,64.6,38.21,24.68,13.53,15.68,24.97,1132.23,0.75,1.26,35.92,True
2013-06-19 09:50:00,988.61,28.73,302.88,20.88,62.62,39.49,24.73,14.76,15.71,25.02,1130.0,0.73,1.62,19.67,True
2013-06-19 10:00:00,988.58,29.75,303.91,21.18,60.15,41.89,25.19,16.69,16.01,25.49,1125.96,1.06,2.0,81.1,True
2013-06-19 10:10:00,988.45,29.31,303.48,21.21,61.8,40.84,25.24,15.6,16.04,25.53,1127.43,1.43,2.28,50.87,True
2013-06-19 10:20:00,988.31,29.58,303.76,21.37,61.43,41.48,25.48,16.0,16.19,25.78,1126.15,1.07,2.04,52.89,True
2013-06-19 10:30:00,988.29,29.97,304.15,21.66,61.14,42.42,25.93,16.48,16.49,26.24,1124.48,1.0,1.8,31.87,True
2013-06-19 10:40:00,988.19,30.42,304.61,21.03,57.33,43.52,24.95,18.57,15.86,25.25,1123.13,1.52,2.92,73.7,True
2013-06-19 10:50:00,988.04,30.65,304.86,20.66,55.3,44.1,24.39,19.71,15.5,24.68,1122.35,1.27,2.68,74.1,True
2013-06-19 11:00:00,987.95,31.12,305.34,20.16,52.23,45.3,23.66,21.64,15.03,23.95,1120.83,1.57,2.84,81.8,True
2013-06-19 11:10:00,987.79,31.58,305.81,19.67,49.34,46.49,22.94,23.55,14.57,23.22,1119.27,2.02,4.16,126.1,True
2013-06-19 11:20:00,987.67,32.25,306.5,18.93,45.37,48.29,21.91,26.38,13.91,22.18,1117.12,2.54,4.36,131.7,True
2013-06-19 11:30:00,987.56,32.01,306.26,18.98,46.15,47.64,21.98,25.65,13.96,22.26,1117.84,3.23,5.56,80.8,True
2013-06-19 11:40:00,987.46,31.59,305.85,19.58,49.06,46.52,22.82,23.7,14.5,23.11,1118.9,3.56,5.56,75.5,True
2013-06-19 11:50:00,987.37,31.75,306.02,19.69,48.95,46.94,22.98,23.96,14.6,23.27,1118.15,3.28,4.76,73.5,True
2013-06-19 12:00:00,987.3,31.77,306.05,19.65,48.76,47.0,22.92,24.08,14.56,23.21,1118.02,3.23,4.8,83.8,True
2013-06-19 12:10:00,987.21,31.91,306.2,19.9,49.14,47.37,23.28,24.09,14.8,23.58,1117.25,4.07,6.4,78.2,True
2013-06-19 12:20:00,987.08,32.2,306.5,20.26,49.44,48.15,23.81,24.35,15.14,24.12,1115.81,3.85,5.8,96.0,True
2013-06-19 12:30:00,987.01,32.06,306.36,20.47,50.47,47.77,24.11,23.66,15.34,24.43,1116.11,3.89,6.08,82.4,True
2013-06-19 12:40:00,986.98,32.27,306.58,20.91,51.26,48.34,24.78,23.56,15.77,25.11,1115.02,2.83,5.16,87.7,True
2013-06-19 12:50:00,986.91,32.84,307.16,20.88,49.55,49.92,24.73,25.18,15.74,25.06,1112.88,2.87,5.68,124.7,True
2013-06-19 13:00:00,986.86,32.61,306.93,21.13,50.97,49.27,25.12,24.16,15.98,25.45,1113.5,3.93,5.68,74.9,True
2013-06-19 13:10:00,986.76,32.51,306.84,21.08,51.08,49.0,25.03,23.97,15.93,25.36,1113.79,3.36,5.4,93.9,True
2013-06-19 13:20:00,986.64,32.9,307.24,21.12,50.09,50.08,25.09,25.0,15.97,25.43,1112.21,2.54,5.16,89.3,True
2013-06-19 13:30:00,986.51,32.81,307.16,20.73,49.17,49.83,24.5,25.33,15.6,24.84,1112.64,3.88,6.16,71.2,True
2013-06-19 13:40:00,986.4,32.81,307.17,20.67,48.97,49.83,24.4,25.43,15.53,24.74,1112.56,3.74,5.86,83.1,True
2013-06-19 13:50:00,986.39,33.01,307.37,20.86,49.0,50.39,24.69,25.7,15.72,25.03,1111.69,2.93,4.92,88.2,True
2013-06-19 14:00:00,986.33,33.01,307.38,20.53,48.01,50.39,24.19,26.2,15.4,24.53,1111.84,4.16,6.04,77.5,True
2013-06-19 14:10:00,986.16,33.0,307.38,20.37,47.57,50.37,23.96,26.41,15.25,24.29,1111.78,3.99,6.08,91.5,True
2013-06-19 14:20:00,985.99,33.39,307.79,20.24,46.17,51.48,23.77,27.71,15.13,24.1,1110.26,3.6,5.36,97.7,True
2013-06-19 14:30:00,985.92,33.5,307.91,19.79,44.62,51.79,23.11,28.68,14.71,23.44,1110.06,3.77,5.36,79.1,True
2013-06-19 14:40:00,985.84,33.55,307.96,19.66,44.14,51.94,22.93,29.01,14.59,23.25,1109.87,4.26,8.41,78.4,True
2013-06-19 14:50:00,985.75,33.62,308.04,19.51,43.56,52.14,22.71,29.43,14.46,23.04,1109.61,3.61,5.92,102.0,True
2013-06-19 15:00:00,985.67,33.86,308.29,18.62,40.67,52.84,21.49,31.35,13.67,21.8,1109.17,3.57,5.56,101.5,True
2013-06-19 15:10:00,985.52,33.97,308.41,18.07,39.05,53.17,20.76,32.41,13.21,21.07,1108.92,3.68,5.88,99.6,True
2013-06-19 15:20:00,985.42,34.1,308.55,18.05,38.73,53.55,20.74,32.81,13.2,21.05,1108.34,3.09,4.64,85.7,True
2013-06-19 15:30:00,985.28,34.34,308.81,18.07,38.26,54.27,20.76,33.51,13.21,21.07,1107.31,2.84,4.4,85.0,True
2013-06-19 15:40:00,985.21,34.36,308.83,17.68,37.29,54.33,20.26,34.07,12.89,20.56,1107.37,3.48,5.24,92.7,True
2013-06-19 15:50:00,985.11,34.33,308.81,17.69,37.37,54.24,20.27,33.97,12.9,20.58,1107.36,3.68,6.2,73.4,True
2013-06-19 16:00:00,985.16,34.35,308.83,17.73,37.42,54.3,20.32,33.98,12.93,20.63,1107.33,3.86,6.32,91.8,True
2013-06-19 16:10:00,985.05,34.19,308.68,18.47,39.55,53.82,21.29,32.54,13.55,21.61,1107.37,4.22,7.16,76.4,True
2013-06-19 16:20:00,985.03,34.11,308.6,18.69,40.29,53.58,21.59,31.99,13.75,21.92,1107.5,3.17,4.68,86.0,True
2013-06-19 16:30:00,984.9,34.21,308.71,18.01,38.4,53.88,20.69,33.19,13.17,21.01,1107.38,4.24,7.22,91.7,True
2013-06-19 16:40:00,984.79,34.08,308.59,18.13,38.97,53.49,20.85,32.65,13.27,21.17,1107.66,4.82,8.61,63.87,True
2013-06-19 16:50:00,984.72,34.03,308.55,18.5,39.98,53.35,21.33,32.02,13.58,21.66,1107.55,3.96,6.24,65.12,True
2013-06-19 17:00:00,984.7,34.09,308.61,18.9,40.86,53.52,21.87,31.65,13.93,22.21,1107.08,2.99,5.2,65.55,True
2013-06-19 17:10:00,984.69,34.09,308.61,18.83,40.69,53.52,21.78,31.75,13.87,22.12,1107.11,3.18,5.64,90.6,True
2013-06-19 17:20:00,984.63,34.16,308.68,18.91,40.72,53.73,21.88,31.85,13.94,22.22,1106.74,3.25,5.96,85.8,True
2013-06-19 17:30:00,984.58,33.68,308.21,18.7,41.29,52.32,21.6,30.71,13.76,21.94,1108.54,4.22,7.36,80.4,True
2013-06-19 17:40:00,984.52,33.41,307.94,18.99,42.69,51.53,22.0,29.53,14.02,22.35,1109.27,4.1,7.3,76.7,True
2013-06-19 17:50:00,984.44,33.46,308.0,19.46,43.82,51.68,22.65,29.03,14.43,23.0,1108.72,3.1,4.76,75.5,True
2013-06-19 18:00:00,984.39,33.27,307.81,19.82,45.3,51.13,23.16,27.97,14.77,23.53,1109.13,2.86,4.56,72.4,True
2013-06-19 18:10:00,984.35,33.11,307.65,19.98,46.16,50.68,23.39,27.28,14.92,23.76,1109.57,2.28,4.0,82.8,True
2013-06-19 18:20:00,984.37,32.8,307.34,20.13,47.41,49.8,23.61,26.19,15.06,23.99,1110.62,2.85,5.08,82.2,True
2013-06-19 18:30:00,984.32,32.6,307.15,20.32,48.5,49.25,23.88,25.36,15.23,24.27,1111.17,3.29,6.36,88.2,True
2013-06-19 18:40:00,984.29,32.54,307.09,20.63,49.61,49.08,24.35,24.73,15.53,24.74,1111.16,2.1,4.6,92.4,True
2013-06-19 18:50:00,984.32,32.48,307.02,20.8,50.29,48.92,24.6,24.32,15.69,24.99,1111.3,2.03,4.2,91.8,True
2013-06-19 19:00:00,984.28,32.29,306.84,20.94,51.27,48.4,24.81,23.58,15.83,25.21,1111.85,0.89,1.72,58.68,True
2013-06-19 19:10:00,984.26,31.82,306.37,21.09,53.15,47.13,25.05,22.08,15.98,25.45,1113.44,0.64,1.5,359.2,True
2013-06-19 19:20:00,984.24,31.3,305.85,21.33,55.56,45.76,25.42,20.34,16.23,25.83,1115.16,0.7,1.56,237.8,True
2013-06-19 19:30:00,984.14,31.2,305.75,21.49,56.4,45.5,25.66,19.84,16.38,26.08,1115.31,0.57,1.92,106.5,True
2013-06-19 19:40:00,984.18,30.97,305.52,21.62,57.63,44.91,25.88,19.03,16.52,26.3,1116.1,0.99,1.84,179.0,True
2013-06-19 19:50:00,984.1,30.85,305.41,21.65,58.11,44.61,25.92,18.69,16.55,26.34,1116.43,2.18,3.06,68.81,True
2013-06-19 20:00:00,984.09,30.62,305.18,21.76,59.29,44.02,26.1,17.92,16.66,26.52,1117.19,1.93,2.68,68.06,True
2013-06-19 20:10:00,984.29,30.39,304.93,21.87,60.45,43.45,26.27,17.18,16.77,26.68,1118.19,1.33,2.68,61.43,True
2013-06-19 20:20:00,984.41,30.19,304.72,21.9,61.26,42.96,26.31,16.64,16.8,26.73,1119.05,0.28,0.8,30.53,True
2013-06-19 20:30:00,984.4,30.04,304.57,22.03,62.28,42.59,26.52,16.06,16.93,26.94,1119.5,0.42,1.2,143.3,True
2013-06-19 20:40:00,984.49,29.71,304.23,22.03,63.5,41.79,26.54,15.25,16.94,26.95,1120.82,0.53,0.96,244.0,True
2013-06-19 20:50:00,984.76,29.42,303.91,22.12,64.9,41.1,26.67,14.43,17.02,27.09,1122.14,1.2,1.8,227.4,True
2013-06-19 21:00:00,984.81,29.26,303.75,22.1,65.44,40.72,26.65,14.07,17.0,27.06,1122.81,1.03,1.68,195.8,True
2013-06-19 21:10:00,984.8,29.1,303.59,22.17,66.32,40.35,26.76,13.59,17.08,27.17,1123.34,0.95,1.52,180.4,True
2013-06-19 21:20:00,984.81,28.89,303.38,22.2,67.23,39.86,26.8,13.06,17.1,27.21,1124.12,1.26,1.76,196.9,True
2013-06-19 21:30:00,984.88,28.73,303.21,22.12,67.55,39.49,26.68,12.82,17.02,27.09,1124.84,1.49,2.12,197.7,True
2013-06-19 21:40:00,984.9,28.61,303.09,22.06,67.75,39.22,26.57,12.65,16.95,26.98,1125.36,1.87,2.64,195.3,True
2013-06-19 21:50:00,984.83,28.55,303.03,22.0,67.76,39.08,26.48,12.6,16.9,26.89,1125.54,2.01,2.84,199.1,True
2013-06-19 22:00:00,984.81,28.44,302.92,21.91,67.81,38.84,26.33,12.5,16.8,26.74,1126.0,2.27,3.12,194.5,True
2013-06-19 22:10:00,984.77,28.35,302.84,21.82,67.79,38.63,26.19,12.44,16.71,26.59,1126.35,2.02,3.16,194.3,True
2013-06-19 22:20:00,984.67,28.12,302.61,21.77,68.48,38.12,26.11,12.02,16.66,26.51,1127.13,1.65,2.4,198.2,True
2013-06-19 22:30:00,984.58,27.94,302.44,21.75,69.13,37.72,26.08,11.65,16.64,26.49,1127.71,1.5,2.12,191.1,True
2013-06-19 22:40:00,984.48,27.73,302.24,21.72,69.85,37.26,26.03,11.24,16.61,26.44,1128.4,1.44,2.24,201.9,True
2013-06-19 22:50:00,984.39,27.52,302.04,21.69,70.6,36.81,25.99,10.82,16.59,26.4,1129.11,1.45,2.16,196.7,True
2013-06-19 23:00:00,984.24,27.27,301.8,21.66,71.5,36.28,25.94,10.34,16.56,26.35,1129.89,1.74,2.36,195.6,True
2013-06-19 23:10:00,984.24,26.96,301.49,21.57,72.4,35.62,25.79,9.83,16.46,26.2,1131.12,2.13,3.1,204.1,True
2013-06-19 23:20:00,984.15,26.86,301.39,21.47,72.4,35.42,25.64,9.77,16.37,26.05,1131.46,1.74,2.64,199.1,True
2013-06-19 23:30:00,984.11,26.74,301.28,21.45,72.8,35.17,25.6,9.57,16.34,26.01,1131.89,1.6,2.58,205.0,True
2013-06-19 23:40:00,984.08,26.61,301.15,21.41,73.2,34.9,25.55,9.35,16.31,25.96,1132.37,1.2,1.92,207.8,True
2013-06-19 23:50:00,984.08,26.57,301.11,21.37,73.2,34.82,25.49,9.33,16.27,25.9,1132.54,1.34,1.96,207.4,True
2013-06-20 00:00:00,984.1,26.47,301.01,21.32,73.4,34.61,25.41,9.21,16.22,25.82,1132.98,1.53,2.28,218.1,True
2013-06-20 00:10:00,984.16,26.44,300.97,21.14,72.7,34.55,25.12,9.43,16.03,25.52,1133.29,1.5,2.06,230.9,True
2013-06-20 00:20:00,984.19,26.51,301.04,21.02,71.9,34.69,24.95,9.75,15.92,25.35,1133.14,0.64,1.52,201.9,True
2013-06-20 10:40:00,985.74,26.86,301.25,21.24,71.4,35.42,25.29,10.13,16.11,25.65,1133.46,1.09,2.8,200.2,True
2013-06-20 10:50:00,985.68,27.29,301.69,21.43,70.4,36.32,25.57,10.75,16.29,25.94,1131.65,0.76,2.32,291.1,True
2013-06-20 11:00:00,985.53,27.3,301.72,21.34,70.0,36.34,25.44,10.9,16.21,25.81,1131.5,1.34,2.72,334.8,True
2013-06-20 11:10:00,985.36,27.88,302.31,21.64,68.9,37.59,25.9,11.69,16.51,26.29,1128.92,0.81,1.64,110.4,True
2013-06-20 11:20:00,985.22,28.18,302.63,21.59,67.5,38.25,25.82,12.43,16.47,26.21,1127.66,2.01,2.76,114.3,True
2013-06-20 11:30:00,985.2,27.95,302.4,21.62,68.55,37.75,25.87,11.87,16.5,26.26,1128.48,1.05,2.2,56.46,True
2013-06-20 11:40:00,985.18,28.18,302.63,21.86,68.64,38.25,26.26,12.0,16.75,26.65,1127.43,1.64,3.56,146.3,True
2013-06-20 11:50:00,985.07,28.5,302.96,21.62,66.39,38.97,25.87,13.1,16.5,26.27,1126.27,2.6,4.28,168.9,True
2013-06-20 12:00:00,985.06,28.78,303.24,21.55,65.04,39.61,25.76,13.85,16.43,26.15,1125.27,2.96,5.04,191.1,True
2013-06-20 12:10:00,984.98,28.49,302.96,21.65,66.57,38.95,25.93,13.02,16.54,26.32,1126.18,1.47,3.8,234.1,True
2013-06-20 12:20:00,984.87,29.08,303.56,21.85,65.12,40.3,26.24,14.06,16.74,26.65,1123.72,1.08,2.52,247.8,True
2013-06-20 12:30:00,984.7,29.45,303.95,21.99,64.28,41.17,26.46,14.71,16.89,26.87,1122.05,1.86,2.92,185.7,True
2013-06-20 12:40:00,984.58,29.85,304.36,21.75,61.92,42.13,26.08,16.04,16.65,26.49,1120.6,1.17,2.56,217.3,True
2013-06-20 12:50:00,984.42,30.01,304.53,21.92,62.0,42.52,26.36,16.16,16.83,26.78,1119.71,1.1,2.08,11.48,True
2013-06-20 13:00:00,984.29,30.18,304.72,22.07,61.95,42.93,26.6,16.34,16.98,27.02,1118.83,0.74,1.54,354.2,True
2013-06-20 13:10:00,984.11,30.38,304.93,22.1,61.34,43.42,26.64,16.79,17.01,27.07,1117.86,0.84,1.56,355.9,True
2013-06-20 13:20:00,984.02,30.76,305.32,22.17,60.31,44.38,26.76,17.61,17.09,27.2,1116.31,1.22,2.08,309.3,True
2013-06-20 13:30:00,983.93,30.97,305.54,22.21,59.74,44.91,26.83,18.08,17.14,27.27,1115.41,1.28,3.28,8.84,True
2013-06-20 13:40:00,983.77,30.86,305.45,22.12,59.78,44.63,26.68,17.95,17.04,27.12,1115.69,2.18,3.84,55.56,True
2013-06-20 13:50:00,983.67,30.73,305.32,21.96,59.63,44.3,26.42,17.88,16.88,26.86,1116.17,1.67,3.08,71.6,True
2013-06-20 14:00:00,983.54,31.0,305.61,22.2,59.57,44.99,26.8,18.19,17.12,27.25,1114.86,1.6,3.2,76.1,True
2013-06-20 14:10:00,983.39,30.92,305.54,22.21,59.88,44.78,26.82,17.97,17.14,27.27,1114.98,2.44,4.04,44.65,True
2013-06-20 14:20:00,983.07,30.33,304.98,22.1,61.52,43.3,26.64,16.66,17.03,27.1,1116.85,2.75,4.38,35.58,True
2013-06-20 14:30:00,982.96,30.08,304.73,22.19,62.76,42.69,26.79,15.9,17.13,27.25,1117.58,2.75,4.92,39.55,True
2013-06-20 14:40:00,982.73,29.99,304.66,22.4,63.91,42.47,27.14,15.33,17.36,27.62,1117.5,3.06,4.36,36.35,True
2013-06-20 14:50:00,983.03,29.82,304.47,22.83,66.24,42.05,27.86,14.2,17.82,28.34,1118.16,3.56,4.88,44.61,True
2013-06-20 15:00:00,983.0,29.56,304.21,22.94,67.69,41.43,28.04,13.39,17.94,28.53,1119.0,3.55,6.42,28.71,True
2013-06-20 15:10:00,982.76,29.24,303.91,22.86,68.6,40.67,27.9,12.77,17.85,28.39,1119.97,4.37,6.16,19.9,True
2013-06-20 15:20:00,982.81,28.9,303.56,23.06,70.8,39.88,28.24,11.65,18.07,28.73,1121.14,3.99,5.82,17.32,True
2013-06-20 15:30:00,982.67,28.59,303.26,23.06,72.1,39.18,28.25,10.93,18.07,28.74,1122.13,4.25,6.68,31.2,True
2013-06-20 15:40:00,982.49,28.35,303.04,23.11,73.3,38.63,28.32,10.32,18.13,28.82,1122.78,5.18,6.64,37.04,True
2013-06-20 15:50:00,982.55,28.15,302.83,23.07,74.0,38.19,28.26,9.93,18.09,28.76,1123.62,3.92,6.0,50.04,True
2013-06-20 16:00:00,983.03,28.06,302.7,22.94,73.8,37.99,28.04,9.95,17.93,28.52,1124.61,3.84,5.52,57.57,True
2013-06-20 16:10:00,983.1,28.03,302.66,22.64,72.6,37.92,27.53,10.39,17.61,28.0,1125.03,2.28,5.0,111.9,True
2013-06-20 16:20:00,983.05,27.82,302.46,19.43,60.34,37.46,22.6,14.86,14.43,22.99,1127.91,3.23,5.5,156.1,True
2013-06-20 16:30:00,982.99,26.63,301.26,18.46,60.89,34.94,21.28,13.67,13.57,21.64,1132.9,3.35,5.52,174.2,True
2013-07-19 14:30:00,993.83,26.56,300.25,13.11,43.42,34.8,15.11,19.69,9.51,15.2,1148.47,2.67,6.44,13.73,True
2013-07-19 15:10:00,993.59,26.47,300.18,13.61,45.08,34.61,15.6,19.01,9.83,15.7,1148.33,2.69,4.64,277.9,True
2013-07-19 15:20:00,993.52,26.66,300.38,13.62,44.63,35.0,15.62,19.38,9.84,15.72,1147.5,1.44,3.56,325.5,True
2013-07-19 15:30:00,993.4,27.03,300.76,13.85,44.33,35.77,15.86,19.91,9.99,15.96,1145.85,1.34,3.32,313.4,True
2013-07-19 15:40:00,993.32,26.66,300.39,13.78,45.09,35.0,15.78,19.22,9.94,15.89,1147.21,2.82,4.24,24.88,True
2013-07-19 15:50:00,993.22,26.46,300.2,13.75,45.53,34.59,15.75,18.84,9.92,15.86,1147.86,2.73,4.2,26.74,True
2013-07-19 16:00:00,993.18,26.37,300.12,13.86,46.09,34.41,15.86,18.55,9.99,15.97,1148.12,2.14,4.28,12.37,True
2013-07-19 16:10:00,993.15,26.64,300.39,13.97,45.69,34.96,15.97,18.99,10.07,16.08,1147.0,1.5,3.28,308.2,True
2013-07-19 16:20:00,993.05,26.99,300.75,13.99,44.84,35.69,16.0,19.68,10.08,16.11,1145.53,1.21,3.36,40.27,True
2013-07-19 16:30:00,992.93,26.89,300.66,13.98,45.06,35.48,15.99,19.49,10.08,16.1,1145.78,1.44,3.52,29.31,True
2013-07-19 16:40:00,992.83,27.17,300.95,13.99,44.36,36.07,16.0,20.07,10.08,16.11,1144.59,1.56,3.08,354.7,True
2013-07-19 16:50:00,992.62,27.31,301.11,14.13,44.4,36.36,16.14,20.22,10.18,16.26,1143.75,2.65,4.72,33.24,True
2013-07-19 17:00:00,992.48,27.14,300.95,14.16,44.92,36.0,16.17,19.83,10.2,16.29,1144.23,2.0,4.0,25.01,True
2013-07-19 17:10:00,992.4,27.36,301.18,14.25,44.62,36.47,16.27,20.2,10.26,16.4,1143.25,1.33,3.6,346.5,True
2013-07-19 17:20:00,992.36,26.79,300.61,14.21,46.0,35.27,16.22,19.05,10.23,16.35,1145.4,0.85,2.04,285.7,True
2013-07-19 17:30:00,992.3,27.31,301.14,14.27,44.79,36.36,16.29,20.08,10.27,16.41,1143.32,1.42,3.36,333.6,True
2013-07-19 17:40:00,992.24,27.34,301.17,14.25,44.67,36.43,16.27,20.15,10.26,16.4,1143.14,1.07,3.16,321.8,True
2013-07-19 17:50:00,992.15,27.63,301.47,14.31,44.08,37.05,16.33,20.72,10.3,16.46,1141.91,1.41,3.2,11.46,True
2013-07-19 18:00:00,992.13,27.26,301.1,14.16,44.61,36.26,16.17,20.08,10.2,16.3,1143.36,1.66,4.6,29.73,True
2013-07-19 18:10:00,992.12,26.5,300.34,14.08,46.41,34.67,16.09,18.58,10.15,16.22,1146.29,0.86,3.28,299.3,True
2013-07-21 12:10:00,995.08,26.35,299.93,12.12,41.18,34.37,14.15,20.22,8.89,14.22,1151.15,3.18,5.8,146.7,True
2013-07-21 12:20:00,995.04,26.38,299.97,11.96,40.68,34.43,14.01,20.42,8.8,14.08,1151.06,3.32,5.44,169.1,True
2013-07-21 12:30:00,995.0,26.67,300.26,12.18,40.59,35.02,14.22,20.81,8.93,14.29,1149.8,2.27,4.28,156.7,True
2013-07-21 12:40:00,995.0,26.71,300.3,12.4,41.08,35.1,14.42,20.68,9.06,14.49,1149.56,2.34,4.0,101.5,True
2013-07-21 12:50:00,994.92,26.79,300.39,12.83,42.06,35.27,14.83,20.44,9.33,14.91,1148.98,2.55,4.44,77.0,True
2013-07-21 13:00:00,994.77,26.35,299.96,12.7,42.79,34.37,14.71,19.66,9.25,14.78,1150.55,3.93,6.86,37.1,True
2013-07-21 13:10:00,994.71,26.49,300.1,12.94,43.12,34.65,14.94,19.71,9.4,15.02,1149.84,3.38,5.0,43.21,True
2013-07-21 13:20:00,994.6,26.69,300.31,13.09,43.02,35.06,15.08,19.98,9.49,15.17,1148.89,3.57,5.36,34.55,True
2013-07-21 13:30:00,994.55,26.89,300.52,12.85,41.86,35.48,14.85,20.63,9.34,14.93,1148.17,3.7,6.76,54.14,True
2013-07-21 13:40:00,994.47,26.9,300.54,12.65,41.28,35.5,14.65,20.84,9.22,14.74,1148.12,2.15,4.56,49.27,True
2013-07-21 13:50:00,994.37,27.07,300.72,12.52,40.54,35.85,14.54,21.32,9.14,14.62,1147.4,3.53,5.88,47.61,True
2013-07-21 14:00:00,994.29,27.22,300.87,12.35,39.73,36.17,14.37,21.8,9.04,14.45,1146.81,4.2,7.24,41.55,True
2013-07-21 14:10:00,994.26,27.23,300.88,12.28,39.52,36.19,14.3,21.89,9.0,14.39,1146.77,4.03,6.32,54.03,True
2013-07-21 14:20:00,994.18,27.14,300.8,11.99,38.98,36.0,14.03,21.97,8.83,14.12,1147.13,3.0,6.2,56.46,True
2013-07-21 14:30:00,994.09,27.22,300.89,11.99,38.81,36.17,14.04,22.13,8.83,14.12,1146.73,3.3,6.76,50.78,True
2013-07-21 14:40:00,993.93,27.2,300.88,12.05,38.99,36.13,14.09,22.04,8.86,14.17,1146.6,4.7,7.22,38.32,True
2013-07-21 14:50:00,993.93,27.13,300.81,12.1,39.28,35.98,14.13,21.85,8.89,14.22,1146.84,4.05,7.04,53.61,True
2013-07-21 15:00:00,993.88,27.19,300.88,11.99,38.88,36.11,14.04,22.07,8.83,14.13,1146.6,3.67,5.6,76.5,True
2013-07-21 15:10:00,993.84,27.35,301.04,12.09,38.76,36.45,14.13,22.32,8.89,14.21,1145.89,3.19,5.7,64.38,True
2013-07-21 15:20:00,993.78,27.57,301.27,12.04,38.15,36.92,14.08,22.83,8.86,14.17,1145.01,2.5,4.72,54.03,True
2013-07-21 15:30:00,993.74,27.74,301.44,12.13,38.0,37.29,14.17,23.12,8.92,14.26,1144.28,3.93,5.56,73.7,True
2013-07-21 15:40:00,993.68,27.77,301.48,12.08,37.8,37.35,14.12,23.23,8.89,14.21,1144.12,2.6,4.96,73.5,True
2013-07-21 15:50:00,993.66,27.82,301.53,11.88,37.19,37.46,13.93,23.53,8.77,14.02,1143.99,3.19,5.12,62.34,True
2013-07-21 16:00:00,993.65,27.96,301.67,12.04,37.28,37.77,14.08,23.69,8.86,14.17,1143.38,3.15,5.4,56.3,True
2013-07-21 16:10:00,993.64,27.92,301.63,11.86,36.94,37.68,13.92,23.76,8.76,14.01,1143.59,3.83,5.24,59.88,True
2013-07-21 16:20:00,993.6,27.85,301.56,11.89,37.15,37.53,13.94,23.59,8.77,14.03,1143.8,2.6,4.52,48.24,True
2013-07-21 16:30:00,993.58,27.9,301.62,11.82,36.87,37.64,13.88,23.76,8.73,13.97,1143.61,3.4,4.52,54.89,True
2013-07-21 16:40:00,993.53,27.87,301.59,11.82,36.93,37.57,13.87,23.7,8.73,13.97,1143.67,2.73,4.76,70.4,True
2013-07-21 16:50:00,993.39,27.88,301.61,11.75,36.74,37.59,13.81,23.78,8.69,13.9,1143.5,2.98,5.64,50.22,True
2013-07-21 17:00:00,993.3,28.15,301.89,11.8,36.3,38.19,13.86,24.33,8.73,13.96,1142.34,2.72,4.9,55.91,True
2013-07-21 17:10:00,993.19,28.07,301.82,11.6,35.98,38.01,13.68,24.33,8.61,13.77,1142.61,3.17,4.42,50.32,True
2013-07-21 17:20:00,993.16,28.11,301.86,11.85,36.51,38.1,13.91,24.19,8.76,14.01,1142.31,3.65,5.68,61.97,True
2013-07-21 17:30:00,993.06,28.1,301.86,12.13,37.19,38.08,14.16,23.92,8.92,14.26,1142.13,2.83,4.18,48.43,True
2013-07-21 17:40:00,993.06,28.02,301.78,12.19,37.52,37.9,14.22,23.68,8.96,14.32,1142.4,3.32,5.68,55.1,True
2013-07-21 17:50:00,993.05,27.8,301.56,12.18,37.97,37.42,14.21,23.21,8.95,14.31,1143.24,3.41,5.16,58.6,True
2013-07-21 18:00:00,993.11,27.83,301.59,12.31,38.23,37.48,14.33,23.15,9.02,14.43,1143.14,2.78,4.64,67.57,True
2013-07-21 18:10:00,993.12,27.75,301.5,12.33,38.47,37.31,14.35,22.96,9.04,14.45,1143.44,3.25,4.92,57.83,True
2013-07-21 18:20:00,993.16,27.69,301.44,12.52,39.09,37.18,14.53,22.65,9.15,14.63,1143.64,3.11,4.76,61.98,True
2013-07-21 18:30:00,993.11,27.53,301.29,12.51,39.44,36.83,14.53,22.31,9.15,14.63,1144.19,2.45,4.2,61.1,True
2013-07-21 18:40:00,993.06,27.4,301.16,12.57,39.89,36.55,14.58,21.97,9.18,14.68,1144.61,3.02,4.56,69.51,True
2013-07-21 18:50:00,993.06,27.12,300.88,12.54,40.46,35.96,14.55,21.41,9.16,14.65,1145.69,2.79,4.08,55.55,True
2013-07-21 19:00:00,993.13,26.49,300.24,12.36,41.5,34.65,14.38,20.27,9.06,14.48,1148.25,3.12,5.04,51.28,True
2013-07-22 10:30:00,991.68,26.37,300.25,13.18,44.09,34.41,15.17,19.24,9.57,15.3,1146.68,2.64,4.64,40.95,True
